79,317.04,121.19,48.643,118.64,19.946
79,84.741,97.426,48.643,118.64,11.843
79,84.248,25.412,57.981,141.42,5.7189
80,317.04,121.19,48.643,118.64,23.38
80,80,92.673,48.643,118.64,9.2062
80,383.5,134,41,100,4.3399
81,314.19,110.97,52.903,129.03,17.018
82,100.21,23.662,69.155,168.67,3.8183
83,312.3,116.44,48.643,118.64,9.308
84,317.04,116.44,48.643,118.64,9.7826
85,317.04,116.44,48.643,118.64,19.25
85,103.5,90,41,100,10.172
85,55.5,82,41,100,8.7443
86,312.3,116.44,48.643,118.64,14.471
86,107.5,94,41,100,5.1355
87,311.5,134,41,100,12.332
87,383.5,154,41,100,11.593
88,312.3,116.44,48.643,118.64,17.363
88,94.713,11.077,75.524,184.2,15.722
88,387.5,146,41,100,10.759
89,312.3,111.68,48.643,118.64,17.54
89,387.5,146,41,100,8.8403
90,312.3,111.68,48.643,118.64,11.103
90,379.5,146,41,100,2.2655
90,65.287,11.077,75.524,184.2,1.3784
91,314.19,105.81,52.903,129.03,8.8812
92,387.5,146,41,100,46.03
92,77.823,85.091,44.668,108.95,12.994
92,559.5,138,41,100,6.3237
92,535.5,150,41,100,5.8572
93,531.5,154,41,100,26.632
93,391.5,146,41,100,22.174
93,561.09,154.91,44.668,108.95,9.6925
93,57.931,3.6923,75.524,184.2,9.6221
93,106.95,16.901,69.155,168.67,4.3676
94,391.5,146,41,100,33.872
94,539.5,154,41,100,12.294
94,94.713,3.6923,75.524,184.2,8.5224
94,66.526,10.141,69.155,168.67,6.0576
94,317.28,124.36,44.668,108.95,2.215
95,391.5,146,41,100,39.039
95,535.5,154,41,100,29.551
95,443.5,138,41,100,10.7
95,87.356,3.6923,75.524,184.2,3.3515
95,50.575,3.6923,75.524,184.2,3.3098
96,391.5,150,41,100,23.311
96,543.5,150,41,100,20.539
96,55,-4,82,200,12.796
96,447.5,142,41,100,9.3077
96,575.5,138,41,100,9.2423
96,345.48,78.416,48.643,118.64,5.6238
96,94.713,3.6923,75.524,184.2,0.21807
97,395.5,142,41,100,38.687
97,547.5,154,41,100,17.769
97,63,4,82,200,10.375
97,447.5,142,41,100,8.3615
97,543.5,42,41,100,7.4125
98,395.5,154,41,100,36.894
98,547.5,154,41,100,28.457
98,583.5,138,41,100,21.723
98,94.713,3.6923,75.524,184.2,10.896
98,547.5,50,41,100,10.435
99,399.5,154,41,100,29.262
99,547.5,154,41,100,24.687
99,583.5,138,41,100,18.475
99,447.89,133.09,44.668,108.95,11.066
99,94.713,3.6923,75.524,184.2,3.0566
99,57.931,3.6923,75.524,184.2,0.53215
100,399.5,154,41,100,35.782
100,449.78,125.94,48.643,118.64,19.591
100,551.5,154,41,100,16.576
100,94.713,3.6923,75.524,184.2,14.137
100,57.931,3.6923,75.524,184.2,11.699
100,579.5,142,41,100,4.9876
101,399.5,138,41,100,37.404
101,315.5,126,41,100,16.45
101,195.5,110,41,100,14.123
101,563.5,154,41,100,12.161
101,50.575,3.6923,75.524,184.2,8.4758
102,403.5,138,41,100,42.156
102,559.5,154,41,100,34.752
102,449.78,121.19,48.643,118.64,16.698
102,317.28,115.64,44.668,108.95,12.562
102,94.713,3.6923,75.524,184.2,12.424
102,65.287,3.6923,75.524,184.2,1.0138
103,403.5,150,41,100,52.921
103,563.5,154,41,100,28.77
103,70.519,73.663,48.643,118.64,15.518
103,315.5,126,41,100,13.945
103,352.11,85.091,44.668,108.95,7.6311
103,94.713,3.6923,75.524,184.2,0.47403
104,403.5,150,41,100,52.921
104,567.5,150,41,100,26.895
104,317.04,106.93,48.643,118.64,7.143
105,407.5,150,41,100,66.354
105,571.5,146,41,100,26.729
105,419.5,138,41,100,16.113
105,191.5,110,41,100,11.704
105,583.5,162,41,100,2.7595
106,411.5,142,41,100,65.375
106,575.5,150,41,100,37.523
106,459.5,146,41,100,19.672
106,94.222,73.663,48.643,118.64,4.3847
107,415.5,142,41,100,62.275
107,583.5,150,41,100,37.026
107,199.5,110,41,100,27.78
108,415.5,142,41,100,52.028
108,195.5,110,41,100,27.833
108,587.21,150.55,44.668,108.95,21.493
108,359.54,3.6923,75.524,184.2,5.4782
108,95,-4,82,200,3.1533
109,419.5,142,41,100,70.08
109,467.5,150,41,100,25.241
109,483.5,150,41,100,16.481
109,599.5,146,41,100,12.446
110,423.5,146,41,100,75.21
110,467.5,146,41,100,21.176
110,487.5,150,41,100,6.7327
111,423.5,146,41,100,72.475
111,483.5,150,41,100,6.635
111,199.5,110,41,100,6.2665
112,427.5,146,41,100,77.2
112,467.5,150,41,100,22.837
112,76.774,64.516,52.903,129.03,18.477
112,103,-4,82,200,8.1733
113,431.5,150,41,100,95.277
113,471.5,150,41,100,29.844
113,109.43,3.6923,75.524,184.2,11.017
113,376.42,23.662,69.155,168.67,2.5936
114,435.5,146,41,100,85.586
114,103,-4,82,200,26.695
114,475.5,154,41,100,17.49
114,374.25,3.6923,75.524,184.2,10.005
114,203.5,110,41,100,4.2666
115,435.5,150,41,100,58.549
115,479.5,154,41,100,22.672
115,103,-4,82,200,15.486
115,47,-4,82,200,11.183
116,439.5,150,41,100,63.283
116,487.5,154,41,100,30.415
116,103,-4,82,200,29.365
116,371.5,94,41,100,23.598
117,443.5,150,41,100,64.995
117,487.5,154,41,100,32.345
117,367.5,94,41,100,16.72
117,520.35,121.41,57.981,141.42,15.351
117,103,-4,82,200,9.4415
118,451.5,154,41,100,76.593
118,479.35,126.45,52.903,129.03,33.218
118,103,-4,82,200,18.746
118,526.02,127.06,57.981,141.42,6.757
119,451.5,154,41,100,71.84
119,479.35,131.61,52.903,129.03,28.895
119,528.46,120,63.077,153.85,21.96
119,499.5,86,41,100,6.3119
119,116.78,3.6923,75.524,184.2,5.1184
119,382.59,89.455,44.668,108.95,2.8542
120,459.5,154,41,100,69.562
120,484.52,131.61,52.903,129.03,22.481
120,531.68,127.06,57.981,141.42,18.578
120,111,-4,82,200,15.448
120,214.62,58.462,63.077,153.85,10.575
121,460.95,150.55,44.668,108.95,82.993
121,486.37,127.06,57.981,141.42,25.592
121,531.5,170,41,100,18.559
122,460.95,150.55,44.668,108.95,89.838
122,508.84,154.91,44.668,108.95,31.377
122,483.5,130,41,100,21.925
122,540.77,126.15,63.077,153.85,13.889
122,345.48,106.93,48.643,118.64,12.888
123,465.31,150.55,44.668,108.95,99.136
123,515.5,154,41,100,26.332
123,495.5,134,41,100,24.935
123,546.92,126.15,63.077,153.85,18.944
123,351.5,122,41,100,13.217
123,124.14,3.6923,75.524,184.2,12.208
124,469.66,150.55,44.668,108.95,89.299
124,520.89,154.46,48.643,118.64,28.085
124,495.5,130,41,100,18.178
124,546.92,120,63.077,153.85,16.278
124,119,-4,82,200,10.707
124,350.22,106.93,48.643,118.64,8.0076
125,473.48,149.7,48.643,118.64,86.783
125,531.5,162,41,100,22.983
125,551.58,118.31,69.155,168.67,15.668
125,491.54,120,63.077,153.85,13.209
125,350.22,106.93,48.643,118.64,9.3683
125,454.52,149.7,48.643,118.64,9.1418
126,478.22,149.7,48.643,118.64,91.081
126,534.97,154.91,44.668,108.95,33.876
126,559.23,126.15,63.077,153.85,16.294
126,503.5,134,41,100,13.869
126,146.55,48,57.981,141.42,3.1896
127,482.96,149.7,48.643,118.64,81.576
127,539.32,154.91,44.668,108.95,31.403
127,504.49,124.36,44.668,108.95,14.305
127,567.1,152.26,52.903,129.03,11.312
127,362.95,3.3803,69.155,168.67,8.1694
128,487.7,149.7,48.643,118.64,92.532
128,543.5,166,41,100,34.017
128,508.84,124.36,44.668,108.95,20.634
128,572.26,152.26,52.903,129.03,16.722
128,95.238,67.636,44.668,108.95,5.8803
129,489.68,147.1,52.903,129.03,98.426
129,547.5,170,41,100,32.167
129,587.5,170,41,100,19.34
129,513.2,124.36,44.668,108.95,18.03
129,354.96,106.93,48.643,118.64,5.5199
129,95.238,67.636,44.668,108.95,1.5377
130,489.68,147.1,52.903,129.03,89.296
130,551.5,166,41,100,27.347
130,354.96,106.93,48.643,118.64,13.76
130,521.9,128.73,44.668,108.95,9.823
131,494.84,147.1,52.903,129.03,83.251
131,540.77,120,63.077,153.85,27.443
131,354.96,106.93,48.643,118.64,13.022
131,146.55,53.647,57.981,141.42,6.2995
132,500,147.1,52.903,129.03,91.347
132,543.45,107.08,75.524,184.2,36.291
132,359.5,122,41,100,17.414
132,46.316,212.96,69.155,168.67,8.914
132,190.32,64.516,52.903,129.03,6.0167
133,503.36,144,57.981,141.42,99.214
133,569.8,163.64,44.668,108.95,39.003
133,190.32,64.516,52.903,129.03,10.934
133,146.55,48,57.981,141.42,10.651
134,510.32,152.26,52.903,129.03,87.94
134,543.45,107.08,75.524,184.2,43.104
134,146.55,53.647,57.981,141.42,8.1227
135,514.69,144,57.981,141.42,95.602
135,572.26,147.1,52.903,129.03,36.035
135,544.59,125.94,48.643,118.64,19.695
135,400,89.455,44.668,108.95,6.6187
135,190.32,64.516,52.903,129.03,2.07
136,520.35,149.65,57.981,141.42,106.66
136,550.8,107.08,75.524,184.2,27.043
136,411.85,83.168,48.643,118.64,13.535
136,355.48,100.65,52.903,129.03,11.188
137,522.31,144.62,63.077,153.85,99.579
137,550.8,107.08,75.524,184.2,26.068
137,231.5,110,41,100,3.3227
138,528.46,144.62,63.077,153.85,102.49
138,565.52,114.46,75.524,184.2,25.397
138,146.92,40,63.077,153.85,6.9577
138,359.7,102.18,48.643,118.64,6.6837
139,528.46,144.62,63.077,153.85,101.57
139,565.52,107.08,75.524,184.2,17.232
140,534.62,144.62,63.077,153.85,99.159
140,565.52,107.08,75.524,184.2,11.965
140,411.85,83.168,48.643,118.64,3.5685
141,544.84,138.59,69.155,168.67,107.46
141,417.41,93.818,44.668,108.95,12.419
141,582.65,110.12,57.981,141.42,8.9111
142,544.84,138.59,69.155,168.67,92.823
143,551.58,138.59,69.155,168.67,95.661
144,558.16,129.23,75.524,184.2,82.128
144,360.82,111.27,44.668,108.95,9.3449
144,443.5,38,41,100,4.4247
145,565.52,136.62,75.524,184.2,75.095
145,443.5,38,41,100,12.661
145,395.65,85.091,44.668,108.95,6.4996
145,236.77,80,52.903,129.03,5.1719
146,565.52,136.62,75.524,184.2,33.684
146,443.5,38,41,100,5.6264
147,439.5,38,41,100,8.7659
147,595.5,150,41,100,2.1243
147,471.5,126,41,100,0.89227
148,83.5,74,41,100,21.399
148,443.5,38,41,100,14.766
149,439.5,34,41,100,22.606
149,360.82,111.27,44.668,108.95,3.4975
150,82.177,63.273,44.668,108.95,4.4866
151,439.5,34,41,100,16.118
152,439.5,34,41,100,13.567
153,439.5,34,41,100,10.936
155,439.5,34,41,100,28.476
155,356.46,111.27,44.668,108.95,14.34
155,387.5,86,41,100,5.1792
155,423.5,106,41,100,0.24869
157,439.5,34,41,100,8.8419
159,203.19,53.647,57.981,141.42,12.508
159,495.5,138,41,100,7.1561
159,356.46,111.27,44.668,108.95,5.4859
159,140.63,158.87,69.155,168.67,3.1355
160,352.11,111.27,44.668,108.95,10.274
160,535.5,78,41,100,4.9679
161,352.11,111.27,44.668,108.95,18.565
161,539.5,78,41,100,14.879
162,439.5,30,41,100,20.452
162,352.11,111.27,44.668,108.95,12.008
162,205.81,64.516,52.903,129.03,7.402
162,535.5,78,41,100,3.1107
162,20,54.194,52.903,129.03,2.2373
163,16.283,48,57.981,141.42,14.527
163,131.49,151.38,75.524,184.2,10.391
163,354.96,102.18,48.643,118.64,9.836
163,439.5,34,41,100,9.1157
164,435.5,30,41,100,34.742
164,350.32,95.484,52.903,129.03,14.635
165,354.96,102.18,48.643,118.64,9.065
165,539.5,78,41,100,5.7836
166,435.5,30,41,100,32.834
166,14.839,54.194,52.903,129.03,10.699
166,539.5,74,41,100,7.6669
166,350.22,102.18,48.643,118.64,2.2893
167,435.5,30,41,100,24.961
167,539.5,78,41,100,19.778
167,350.22,102.18,48.643,118.64,7.8065
168,435.5,30,41,100,21.23
168,499.5,162,41,100,5.4197
169,539.5,74,41,100,9.9786
169,434.83,28.364,44.668,108.95,2.2222
169,222.22,92.673,48.643,118.64,0.80546
170,435.5,30,41,100,24.876
170,539.32,72,44.668,108.95,10.021
170,51.5,62,41,100,7.4281
170,350.22,102.18,48.643,118.64,5.3789
171,195.48,64.516,52.903,129.03,12.379
171,543.67,72,44.668,108.95,10.785
171,350.22,102.18,48.643,118.64,8.4735
171,99.5,78,41,100,3.9411
172,434.83,24,44.668,108.95,12.68
173,343.85,83.077,63.077,153.85,7.6994
174,345.48,102.18,48.643,118.64,4.7261
176,141.63,159.21,48.643,118.64,16.191
177,345.16,95.484,52.903,129.03,6.9612
177,371.5,86,41,100,5.6416
178,345.48,102.18,48.643,118.64,10.451
179,543.5,162,41,100,12.772
180,367.5,90,41,100,15.119
180,543.5,162,41,100,11.109
181,511.5,162,41,100,6.8232
181,371.5,90,41,100,1.6186
181,212.74,78.416,48.643,118.64,0.85557
182,430.48,19.636,44.668,108.95,25.204
182,538.11,98.028,69.155,168.67,20.542
182,35.5,106,41,100,7.4927
182,340.74,102.18,48.643,118.64,6.8238
182,511.5,162,41,100,6.3445
183,538.11,98.028,69.155,168.67,11.093
183,511.5,162,41,100,7.5132
184,523.5,154,41,100,17.142
184,336,102.18,48.643,118.64,3.946
184,559.5,170,41,100,1.7544
185,527.5,158,41,100,25.293
185,567.5,170,41,100,21.693
185,334.84,95.484,52.903,129.03,11.38
186,336,102.18,48.643,118.64,14.269
186,565.44,168,44.668,108.95,12.711
186,75.5,70,41,100,2.2235
187,574.15,168,44.668,108.95,18.863
187,334.84,95.484,52.903,129.03,13.59
187,4.1481,73.663,48.643,118.64,5.0726
188,578.5,168,44.668,108.95,23.337
188,334.84,95.484,52.903,129.03,13.808
188,210.97,90.323,52.903,129.03,0.24004
189,334.84,95.484,52.903,129.03,19.199
189,582.86,168,44.668,108.95,9.2241
190,367.5,94,41,100,10.454
190,336,102.18,48.643,118.64,7.2363
190,430.48,24,44.668,108.95,5.025
191,48.462,113.85,63.077,153.85,17.029
191,336,102.18,48.643,118.64,8.4623
192,430.81,16.634,48.643,118.64,9.6149
193,204.08,85.091,44.668,108.95,16.122
193,331.26,102.18,48.643,118.64,4.7836
193,513.2,128.73,44.668,108.95,0.87203
194,198.52,78.416,48.643,118.64,16.929
194,544.59,154.46,48.643,118.64,11.82
195,431.5,22,41,100,23.32
195,391.5,30,41,100,17.332
195,198.52,78.416,48.643,118.64,12.467
195,3.5,94,41,100,1.3493
196,513.2,128.73,44.668,108.95,10.621
197,431.5,18,41,100,10.579
197,391.5,26,41,100,5.7513
197,331.26,102.18,48.643,118.64,4.9846
198,198.52,78.416,48.643,118.64,22.579
198,431.5,14,41,100,20.21
198,387.5,26,41,100,8.3988
198,331.26,102.18,48.643,118.64,4.6812
198,577.78,163.96,48.643,118.64,0.73523
199,431.5,22,41,100,25.298
199,387.5,26,41,100,7.5965
199,179.5,98,41,100,7.5865
199,198.52,83.168,48.643,118.64,2.878
200,544.84,50.704,69.155,168.67,16.314
200,526.26,159.27,44.668,108.95,11.347
200,193.78,78.416,48.643,118.64,8.6317
200,391.29,24,44.668,108.95,4.8441
200,63.5,78,41,100,3.0027
201,193.78,78.416,48.643,118.64,16.071
201,544.84,50.704,69.155,168.67,6.8955
201,527.5,162,41,100,5.498
201,329.68,95.484,52.903,129.03,2.6549
202,431.5,14,41,100,11.804
202,351.5,90,41,100,11.137
202,407.5,154,41,100,1.0396
203,193.78,78.416,48.643,118.64,12.393
203,42.074,135.45,48.643,118.64,9.9777
203,351.5,94,41,100,8.0792
203,430.48,15.273,44.668,108.95,3.6851
203,553.08,58.462,63.077,153.85,2.8663
203,526.26,163.64,44.668,108.95,2.3865
204,430.48,10.909,44.668,108.95,6.7685
204,386.94,24,44.668,108.95,0.82573
204,59.5,78,41,100,0.051923
205,435.5,10,41,100,16.462
205,351.5,94,41,100,9.2557
205,321.78,102.18,48.643,118.64,1.3281
206,193.78,78.416,48.643,118.64,13.557
207,530.97,157.42,52.903,129.03,14.434
207,351.5,94,41,100,12.597
208,347.5,90,41,100,4.182
209,351.5,94,41,100,15.271
210,531.68,155.29,57.981,141.42,12.236
210,351.5,90,41,100,6.4928
211,537.35,155.29,57.981,141.42,17.378
211,386.94,15.273,44.668,108.95,6.0177
211,351.5,90,41,100,4.9607
212,351.5,90,41,100,2.6375
213,351.5,90,41,100,9.2911
213,434.83,10.909,44.668,108.95,9.2694
213,540.77,150.77,63.077,153.85,7.2014
215,351.5,90,41,100,13.612
215,189.04,78.416,48.643,118.64,8.9585
215,555.5,154,41,100,5.1694
216,463.5,138,41,100,10.217
216,351.5,90,41,100,8.9332
217,351.5,94,41,100,9.5117
217,95.5,70,41,100,7.4953
217,439.5,-2,41,100,3.688
218,439.5,-2,41,100,21.915
218,467.5,142,41,100,7.5259
219,189.04,78.416,48.643,118.64,9.9954
220,467.5,142,41,100,8.8432
220,352.11,85.091,44.668,108.95,8.5829
220,321.78,102.18,48.643,118.64,2.4618
221,151,52,82,200,0.55374
222,356.46,80.727,44.668,108.95,18.375
222,471.5,142,41,100,14.851
222,189.04,78.416,48.643,118.64,9.0584
223,447.5,-2,41,100,12.577
224,579.5,162,41,100,22.625
224,189.04,78.416,48.643,118.64,18.367
225,189.04,78.416,48.643,118.64,5.4248
225,13.63,125.94,48.643,118.64,5.3567
226,191.5,98,41,100,17.961
226,511.5,158,41,100,12.148
226,432.9,110.97,52.903,129.03,3.4001
227,511.5,158,41,100,24.073
227,189.04,78.416,48.643,118.64,12.004
228,143,52,82,200,4.6372
229,485.38,101.54,63.077,153.85,16.927
230,185.16,74.839,52.903,129.03,4.7397
230,402.37,106.93,48.643,118.64,3.5105
230,459.5,142,41,100,2.5597
231,430.81,111.68,48.643,118.64,1.2154
233,460.95,137.45,44.668,108.95,10.218
233,189.04,78.416,48.643,118.64,9.338
233,395.5,38,41,100,2.0341
234,467.5,146,41,100,11.119
234,184.3,78.416,48.643,118.64,7.8317
235,331.26,73.663,48.643,118.64,11.392
235,350.22,73.663,48.643,118.64,6.4456
236,539.85,149.7,48.643,118.64,15.106
237,87.5,66,41,100,26.006
237,544.59,149.7,48.643,118.64,12.788
237,151,52,82,200,7.547
238,167.5,146,41,100,10.561
239,151,52,82,200,19.677
240,164.9,141.82,44.668,108.95,16.159
240,551.58,111.55,69.155,168.67,6.7543
242,455.5,146,41,100,14.898
242,151,52,82,200,6.6526
242,83.5,66,41,100,1.5421
243,543.45,107.08,75.524,184.2,9.0384
243,455.5,142,41,100,4.7459
244,331.26,73.663,48.643,118.64,16.655
244,459.5,146,41,100,9.5924
244,143,52,82,200,3.0538
245,356.46,85.091,44.668,108.95,25.026
245,171.5,142,41,100,8.1388
246,334.84,69.677,52.903,129.03,15.037
246,465.31,141.82,44.668,108.95,9.6609
246,499.5,162,41,100,8.0549
246,66.923,95.385,63.077,153.85,4.0629
246,151,52,82,200,0.67262
247,352.11,80.727,44.668,108.95,16.991
